69, 17
59, 23
48, 24
48, 34
65, 32
70, 35
67, 36
70, 55
71, 49
79, 52
79, 50
72, 50
75, 53
74, 62
73, 50
73, 55
74, 47
78, 50
75, 54
83, 59
83, 56
74, 56
82, 55
77, 50
70, 50
78, 45
82, 54
80, 53
74, 52
81, 45
88, 50
83, 57
85, 48
88, 42
87, 53
87, 56
89, 59
83, 47
86, 52
91, 61
89, 50
90, 60
90, 56
92, 63
92, 64
92, 49
89, 59
87, 56
91, 60
86, 57
95, 63
86, 58
90, 55
96, 50
90, 70
85, 59
90, 64
83, 62
88, 54
85, 68
84, 60
95, 51
88, 64
89, 66
86, 54
90, 57
81, 65
90, 63
92, 61
89, 65
81, 65
84, 66
82, 65
90, 59
90, 65
88, 62
85, 59
86, 65
81, 68
79, 58
83, 62
88, 58
83, 66
88, 58
88, 56
85, 46
87, 57
85, 60
84, 62
85, 56
89, 64
84, 62
81, 55
89, 60
89, 42
83, 58
83, 68
83, 52
90, 62
88, 63
94, 64
88, 61
93, 47
91, 53
84, 55
92, 50
84, 62
90, 62
89, 60
84, 56
93, 58
89, 60
84, 55
82, 51
85, 55
79, 65
87, 60
87, 58
76, 60
81, 51
79, 59
84, 52
78, 63
84, 56
78, 57
88, 64
85, 61
76, 61
76, 57
88, 63
83, 57
77, 50
82, 61
86, 67
90, 51
89, 62
82, 65
90, 60
84, 58
84, 61
88, 62
89, 70
88, 54
86, 71
86, 60
90, 71
87, 62
86, 73
90, 67
93, 68
84, 67
85, 66
91, 62
93, 65
84, 64
87, 67
83, 64
84, 66
89, 69
85, 68
90, 66
91, 62
89, 73
88, 63
86, 70
85, 71
92, 72
91, 76
84, 68
86, 67
88, 75
88, 66
85, 68
87, 61
87, 59
81, 66
87, 70
86, 61
91, 67
92, 75
87, 74
89, 75
86, 72
89, 75
88, 76
89, 79
94, 78
85, 74
94, 66
87, 75
95, 79
90, 68
92, 76
89, 74
92, 67
86, 77
90, 74
88, 76
83, 63
84, 73
81, 76
88, 73
88, 74
86, 75
90, 77
84, 77
86, 83
82, 72
89, 69
87, 70
89, 74
87, 67
82, 75
82, 74
81, 69
86, 80
80, 79
90, 79
83, 79
86, 76
89, 76
91, 77
85, 77
79, 78
87, 77
85, 73
87, 76
87, 77
85, 80
90, 77
85, 76
87, 81
85, 77
87, 79
89, 76
84, 75
88, 74
88, 78
91, 72
88, 82
90, 82
92, 78
88, 78
79, 77
76, 74
85, 72
84, 79
